,snr,svm_train,svm_valid,svm_ar_train,svm_ar_valid,cnn1d_train,cnn1d_valid,cnn2d_train,cnn2d_valid,ar_train,ar_valid
123,0.95,0.5,0.5,0.5,0.5,0.785128026,0.789572955,0.755564088,0.666821799,0.996176631,0.835202215
124,0.95,0.987131584,0.540164771,1,0.554368504,0.76310961,0.760173408,0.646858362,0.639368691,0.986439864,0.777526558
125,0.75,0.590076437,0.509464018,1,0.441697114,0.483496185,0.550731419,0.823420018,0.540782376,0.987155962,0.618378112
126,1.05,0.948007114,0.496832453,0.930523476,0.63242718,0.889478714,0.772210385,0.85574012,0.635226479,0.955060004,0.86563422
127,0.95,0.5,0.5,1,0.576701524,0.824348131,0.689469697,0.697059961,0.6115912,0.952527117,0.803305944
128,1,0.5,0.5,1,0.512070159,0.618422842,0.652616094,0.741248726,0.657390624,0.96814742,0.901179411
129,0.85,0.961738211,0.503323837,1,0.526517364,0.700204618,0.794954021,0.724840674,0.668328381,0.932915412,0.833145324
130,0.9,0.694564596,0.531221903,1,0.467753036,0.780923198,0.684959923,0.642953688,0.581642149,0.901511873,0.845962934
131,0.75,0.980278528,0.486557158,0.5,0.5,0.771302041,0.600512692,0.82213615,0.556380086,0.976956997,0.678520875
132,1,0.675412744,0.543101635,0.650216075,0.487960569,0.839928276,0.798481026,0.826363284,0.714277817,0.898423837,0.83862181
133,1.05,0.5,0.5,1,0.57235513,0.792320262,0.830813001,0.728035204,0.659667238,0.958911961,0.891998834
134,0.9,0.602131161,0.54663287,1,0.530874464,0.815403327,0.738979141,0.944101273,0.616178622,0.98708726,0.814301903
135,0.9,0.5,0.5,0.818264203,0.555614158,0.660192074,0.699233974,0.742152016,0.679764881,0.983665272,0.753606804
136,1.1,0.718751513,0.539735591,0.5,0.5,0.876298022,0.795839596,0.771650028,0.662355441,0.926333153,0.856724198
137,1.1,0.719748462,0.557311329,1,0.564392818,0.869186223,0.774647915,0.759675194,0.640445504,0.956191274,0.884778911
138,0.85,0.5,0.5,1,0.494503819,0.792922532,0.750797218,0.605170631,0.622944232,0.995400836,0.801570599
139,1.1,0.5,0.5,1,0.524612233,0.773969379,0.777870183,0.843303205,0.605299903,0.895006123,0.842967925
140,1.1,0.668784176,0.549107143,1,0.534945459,0.855208988,0.782855881,0.7932379,0.701111593,0.996152991,0.863988856
141,1,0.5,0.5,0.5,0.5,0.500487336,0.554166667,0.750909587,0.664848901,0.988490726,0.90637173
142,1.1,0.961264704,0.506693271,1,0.588327463,0.855048354,0.814061028,0.717458519,0.667454496,0.913683656,0.907451443
143,1.2,0.71171874,0.538618913,1,0.595954626,0.895374375,0.866754902,0.874065869,0.689046386,0.951317603,0.91911653
144,1.25,0.671736214,0.561423013,0.691709215,0.601418539,0.902396183,0.855178826,0.975480355,0.716272418,0.924305099,0.927391719
145,1.2,0.712230013,0.588030391,1,0.591984222,0.872452302,0.808769735,0.785835071,0.721633027,0.946675485,0.914559973
146,1.3,0.964878822,0.49361786,1,0.502847351,0.877494494,0.849309818,0.761044065,0.703475148,0.980411596,0.93657947
147,1.6,0.691007222,0.611116202,1,0.708531512,0.912022396,0.906352608,0.908243789,0.771369492,0.965909687,0.946987688
148,1.15,0.5,0.5,1,0.505909529,0.82620967,0.847832458,0.626989637,0.768401066,0.900997851,0.916456644
149,1.35,0.682427658,0.548837209,1,0.519269421,0.885905734,0.873336196,0.99316651,0.710269745,0.910869897,0.9325939
150,1.5,0.5,0.5,1,0.573423383,0.925819219,0.841824333,0.979312745,0.733739948,0.983617891,0.929940612
151,1.15,0.5,0.5,1,0.522440094,0.821862758,0.798068568,0.842106293,0.661052215,0.880680856,0.866049542
152,1.25,0.723560724,0.575478469,0.5,0.5,0.90285834,0.822215655,0.843164213,0.691666697,0.951811463,0.90445086
153,1.3,0.67047619,0.538792706,1,0.673848238,0.836896195,0.860894955,0.820729347,0.704283946,0.978038139,0.942750754
154,1.25,0.5,0.5,0.5,0.5,0.875917042,0.83834803,0.820276406,0.664609666,0.919774758,0.902887508
155,1.35,0.6809375,0.550943918,1,0.57905004,0.861338557,0.842576175,0.867179344,0.699110301,0.95343157,0.901862745
156,1.15,0.662402034,0.525935683,0.5,0.5,0.514678936,0.533290495,0.778211918,0.631173033,0.997461823,0.872431822
157,1.55,0.5,0.5,1,0.616515488,0.893697892,0.90933898,0.841673532,0.814527473,0.955799217,0.957615124
158,1.25,0.5,0.5,1,0.563360436,0.861443156,0.836283649,0.998343396,0.696673722,0.956132409,0.920060591
159,1.2,0.5,0.5,1,0.551616116,0.889742712,0.7998489,0.874706776,0.660087748,0.964123472,0.887650671
160,1.4,0.5,0.5,0.924912478,0.562280913,0.88792343,0.880454662,0.964487949,0.752131137,0.985825236,0.931015749
161,1.25,0.5,0.5,0.5,0.5,0.834125192,0.822715537,0.840718465,0.69405649,0.951291801,0.891674317
162,1.3,0.5,0.5,1,0.569074019,0.865654722,0.807165625,0.832069046,0.714576057,0.983087244,0.852281399
163,1.35,0.668636887,0.57551121,1,0.608152757,0.882188313,0.862269115,0.848864422,0.696136264,0.94866026,0.879663075
164,1.45,0.5,0.5,1,0.571482439,0.936260814,0.887593315,0.847542692,0.730766743,0.996830025,0.946594272
165,1.5,0.718695293,0.579849224,1,0.632695295,0.915645761,0.859049086,0.980116177,0.717424834,0.988794599,0.927877348
166,1.2,0.5,0.5,1,0.59473266,0.834596476,0.785471658,0.816670778,0.698902176,0.98389051,0.905162133
167,1.3,0.5,0.5,0.5,0.5,0.894432201,0.845921106,0.832667636,0.699168288,0.987191423,0.912317545
168,1.35,0.5,0.5,1,0.572141456,0.871887222,0.868792196,0.861980212,0.706110258,0.976211198,0.891698561
169,1.4,0.704743693,0.548574408,0.681202729,0.570252223,0.844549305,0.839009135,0.792801315,0.733570787,0.98026196,0.901965613
170,1.45,0.5,0.5,1,0.588093855,0.925994304,0.867119889,0.802943239,0.779446667,0.984278399,0.925370916
171,1.55,0.733074943,0.569605708,1,0.553364528,0.939820246,0.895231255,0.918455685,0.782218008,0.945888033,0.956295727
172,1.15,0.679385986,0.533399471,0.926539554,0.605012977,0.897259313,0.839368655,0.704162798,0.697207436,0.966152306,0.870414056
173,1.3,0.5,0.5,1,0.616584046,0.929179702,0.872719736,0.813491835,0.750452503,0.935021039,0.948811716
174,1.2,0.67597253,0.534678723,0.5,0.5,0.874153272,0.854831292,0.82148819,0.733926014,0.918566649,0.883340095
175,1.4,0.5,0.5,1,0.534047387,0.943524213,0.859629481,0.76347382,0.704597079,0.976583177,0.908313432
176,1.55,0.702840909,0.599318403,1,0.569092827,0.905226349,0.919020119,0.860898889,0.79788142,0.992060092,0.966175196
177,1.45,0.5,0.5,0.733238267,0.703053214,0.908806355,0.86975146,0.903104717,0.758246845,0.953793793,0.928089883
178,1.2,0.982751512,0.508694012,1,0.585544744,0.513454956,0.754915776,0.617408631,0.780469075,0.972018479,0.933238758
179,1.3,0.5,0.5,0.911370614,0.648809524,0.886011117,0.833565828,0.963244629,0.678389203,0.948963359,0.908179105
180,1.55,0.5,0.5,1,0.629505638,0.957246113,0.89661821,0.924181068,0.791164779,0.965214378,0.899708646
181,1.45,0.5,0.5,1,0.519862023,0.928417479,0.890424131,0.79061994,0.711269258,0.962749179,0.958742525
182,1.6,0.676818109,0.528469226,0.94036786,0.628164377,0.892649777,0.887434949,0.929051595,0.735429923,0.951861446,0.958655589
183,1.35,0.68243182,0.535211569,1,0.501515152,0.889550973,0.843015427,0.761812546,0.720395893,0.971743659,0.913770985
184,1.25,0.5,0.5,0.71628537,0.67520831,0.900498186,0.831451967,0.717124945,0.696059584,0.912338773,0.88085554
185,1.55,0.5,0.5,1,0.585788822,0.891224642,0.865284981,0.910215003,0.764730411,0.973992172,0.951793566
186,1.3,0.673781797,0.566415869,1,0.597338936,0.888684611,0.842877183,0.847123942,0.718606568,0.938167533,0.938708285
187,1.2,0.5,0.5,1,0.517625716,0.853649504,0.781482426,0.813929943,0.642904113,0.961681192,0.896427235
188,1.65,0.719516846,0.627658471,1,0.66064207,0.958444708,0.883700851,0.999019964,0.771527242,0.984465409,0.928048308
189,1.4,0.727769886,0.546458006,1,0.596443315,0.819827682,0.819830591,0.867831355,0.698930547,0.972592866,0.937497651
190,1.5,0.5,0.5,1,0.598758763,0.925617213,0.879870195,0.883254941,0.73492207,0.965973006,0.954880856
191,1.65,0.733681214,0.572432534,1,0.644707207,0.940143347,0.884982737,0.874087082,0.803654813,0.964506173,0.965379921
192,1.55,0.5,0.5,1,0.550356769,0.901159888,0.938087784,0.837975305,0.803955536,0.984937963,0.968209421
193,1.25,0.5,0.5,0.5,0.5,0.86918072,0.869955381,0.851306322,0.70711037,0.961680593,0.898112701
194,1.3,0.688023592,0.532449935,1,0.561442309,0.870555409,0.846538836,0.79694756,0.712570683,0.955823741,0.924705567
195,1.5,0.685716045,0.617574257,1,0.674164232,0.892731978,0.915047852,0.841196403,0.801503424,0.964498296,0.950835552
196,1.4,0.721430838,0.547262095,1,0.53394492,0.936166532,0.86059559,0.901242454,0.69625143,0.950971403,0.930905363
197,1.2,0.5,0.5,0.5,0.5,0.863556566,0.809927145,0.950307335,0.717818204,0.989635791,0.874127166
198,1.35,0.687046914,0.5456621,0.5,0.5,0.91804998,0.863363061,0.873972686,0.684685577,0.974123743,0.93333852
199,1.35,0.685996701,0.60410642,0.827344439,0.614347662,0.90395465,0.874774513,0.760039363,0.767523237,0.950503038,0.926086218
200,1.5,0.740357374,0.582579186,1,0.622055204,0.849852068,0.883025851,0.961416938,0.774849335,0.927052925,0.945334224
201,1.45,0.689810387,0.600792915,0.5,0.5,0.5,0.5,0.866263702,0.728642413,0.97798474,0.959712822
202,1.55,0.700658011,0.600793651,1,0.522449093,0.926655713,0.889719457,0.902356789,0.784679622,0.977942348,0.958265754
203,1.3,0.676786522,0.550804446,0.5,0.5,0.818186721,0.80752396,0.735402762,0.645846926,0.99611862,0.882138
204,1.3,0.676150296,0.564883499,1,0.589081633,0.909084768,0.85284957,0.835756727,0.741279883,0.905694052,0.9601969
205,1.45,0.688318137,0.556956436,1,0.566074305,0.901854054,0.873974192,0.899823103,0.767299478,0.940381255,0.941681769
206,1.6,0.5,0.5,1,0.623474337,0.906263302,0.890369346,0.874295551,0.755993033,0.952574649,0.93862373
207,1.6,0.689062542,0.552572417,0.73682645,0.635928565,0.881535383,0.863096898,0.85406394,0.735281542,0.994397372,0.909838423
208,1.25,0.5,0.5,0.5,0.5,0.909080867,0.889028042,0.779079245,0.704850211,0.996084841,0.8886412
209,1.2,0.5,0.5,0.5,0.5,0.797969022,0.812684152,0.969904754,0.673052947,0.958290706,0.832111451
210,1.45,0.5,0.5,1,0.572084896,0.896730764,0.885857135,0.887193981,0.735486747,0.981784798,0.950634949
211,1.65,0.734607876,0.632512315,1,0.608175126,0.930933018,0.912347086,0.83352595,0.790797504,0.95510389,0.952961023
212,1.4,0.68347636,0.572734389,0.934476868,0.669793227,0.927350416,0.880062929,0.989315175,0.734263436,0.973449699,0.906952118
213,1.55,0.682341249,0.584257847,0.920092199,0.59131922,0.898281662,0.917610363,0.90730667,0.775237566,0.951657269,0.978005775
214,1.35,0.617771016,0.523907786,1,0.555085165,0.897461827,0.840096384,0.99382625,0.710834643,0.931506119,0.941903499
215,1.45,0.7172058,0.581024239,1,0.601405581,0.880567782,0.898934263,0.792758192,0.759084217,0.941589559,0.936442224
216,1.25,0.670459813,0.576071885,1,0.589229611,0.905357155,0.824795152,0.7884849,0.685126455,0.956644558,0.859170733
217,1.5,0.5,0.5,1,0.612113234,0.894724849,0.85409995,0.864873458,0.738436398,0.996569732,0.915221843
218,1.6,0.5,0.5,1,0.592424967,0.955408276,0.913944204,0.982852544,0.783126098,0.980339669,0.948149235
219,1.25,0.5,0.5,1,0.53549672,0.871442484,0.828870001,0.826790992,0.662679784,0.983967738,0.901936835
220,1.2,0.667035129,0.546237371,1,0.547323659,0.849458945,0.833231392,0.802313527,0.680418157,0.949245549,0.858748459
221,1.4,0.683574338,0.561156639,1,0.649827974,0.848081352,0.81680716,0.989022152,0.753169933,0.948340731,0.95576511
222,1.35,0.716326382,0.538962713,1,0.566191757,0.879392264,0.847833819,0.867859912,0.684302027,0.9503013,0.908341346
223,1.5,0.5,0.5,1,0.657582938,0.900483364,0.909221898,1,0.761855858,0.957096968,0.93704868
224,1.6,0.888715834,0.497359215,1,0.670239596,0.91764508,0.92614887,0.87295739,0.828005006,0.985922741,0.963509426
225,1.65,0.729044439,0.608452042,1,0.727802619,0.898209635,0.906358399,0.925458471,0.805645592,0.997540073,0.948256455
