,snr,svm_train,svm_valid,svm_ar_train,svm_ar_valid,cnn1d_train,cnn1d_valid,cnn2d_train,cnn2d_valid,ar_train,ar_valid
159,1.75,0.751070961,0.492591419,0.5,0.5,0.999407961,1,0.59860874,0.58349402,0.994144296,1
160,1.8,0.826874635,0.47974394,0.5,0.5,0.995814583,1,0.779623823,0.582167488,0.999232996,1
161,1.8,0.570771621,0.476118473,0.571803804,0.49137931,0.998963008,1,0.522674388,0.55397138,0.999015082,1
162,1.85,0.5,0.5,1,0.517574337,0.996655786,1,0.521563559,0.584181683,0.998434961,1
163,1.8,0.544444444,0.50469875,0.546690865,0.5,0.999324792,1,0.660769463,0.592930604,0.99615999,1
164,1.8,0.5,0.5,0.5,0.5,0.997858952,1,0.62483004,0.518965643,0.998622439,1
165,1.85,0.5,0.5,0.537185705,0.5,0.996602292,1,0.61123934,0.607073475,0.995332172,1
166,1.8,0.5,0.5,0.5,0.5,0.99758749,1,0.509610258,0.605671281,0.998801721,1
167,1.85,0.5,0.5,0.5,0.5,0.999338384,1,0.964021692,0.552239671,1,1
168,1.85,0.528841151,0.513469736,0.53090718,0.5,0.998123771,1,0.61580735,0.562620618,0.998767397,1
169,1.9,0.548081835,0.492857143,0.5,0.5,0.998647249,1,0.604598208,0.527041778,0.995004239,1
170,1.85,0.5,0.5,1,0.481201486,0.998419763,1,0.901450859,0.555951311,0.999226006,1
171,1.9,0.5,0.5,0.552972384,0.5,0.997887677,1,0.600271813,0.527265393,0.998573586,1
172,1.9,0.540270249,0.497536946,0.5,0.5,1,1,0.582077162,0.526809972,1,1
173,1.95,0.534914611,0.502433325,0.52391171,0.5,0.998764531,1,0.812024094,0.593719915,0.980468235,1
174,1.9,0.5,0.5,1,0.460927069,0.997312248,1,0.709985651,0.542576476,0.99669828,1
175,1.9,0.537847513,0.496059113,1,0.427675012,0.997033972,1,0.539876133,0.654166667,0.996680104,1
176,1.95,0.5,0.5,0.5,0.5,0.994155168,1,0.660393576,0.570913916,0.997845491,1
177,1.95,0.864962589,0.510351377,1,0.492427872,0.997877245,1,0.515178492,0.652470238,0.999671053,1
178,1.95,0.5,0.5,1,0.554001232,0.997313216,1,0.533754175,0.562467023,0.998194441,1
179,2,0.5,0.5,0.538548698,0.5,0.999059795,1,0.997673261,0.574001675,1,1
180,1.95,0.543298531,0.481195844,0.516068922,0.5,0.995206477,1,0.68206842,0.578143455,0.997289692,1
181,2,0.542710374,0.50895079,0.5,0.5,0.994064035,1,0.848423518,0.528737564,0.996424554,1
182,2,0.5,0.5,0.5,0.5,0.998482333,1,0.507277069,0.598809524,0.999141876,1
183,2,0.5,0.5,1,0.512389231,0.997430722,1,0.547223629,0.619735468,0.997526576,1
184,2,0.5,0.5,0.5,0.5,0.997249709,1,0.520924844,0.524596946,0.997529165,1
